564	10667
8612	511
10458	2366
3606	737
3980	3696
6172	6158
2912	8027
8291	5695
5957	5951
9557	9558
6159	5974
7325	5692
3213	4120
2959	2950
6849	5688
4061	4193
8214	7869
10710	8265
8699	8870
434	569
2376	9281
10243	10643
3720	3719
4920	6837
4779	4738
4354	4470
7865	7862
2126	2115
8339	7166
740	3233
5972	6172
10506	9229
2982	7549
4120	3201
6804	6896
7321	10397
4486	2491
2526	8663
5613	8054
3824	6694
439	430
84	58
10560	8265
7487	5606
10051	10054
4318	3618
4246	4251
6350	6348
1309	1870
9200	9288
7321	10704
3337	3831
8857	9274
9504	9519
10076	10059
9114	9822
3278	3293
7763	4428
7675	7772
7964	7808
7694	4199
7413	7767
5058	1377
10639	9034
7449	3527
7361	8980
8499	8786
8768	8767
2033	4050
10368	10362
9573	8178
3037	3039
4986	10723
2686	2659
2770	2741
4973	743
3908	3406
8979	8417
3438	3424
4642	4501
10115	10550
3839	3152
7549	8384
492	559
3983	3997
10734	10728
4009	4588
7330	7380
6152	5969
9324	9034
2092	1180
1047	1844
753	3328
3860	4235
10484	371
9304	9276
663	659
9895	6002
2973	2757
7251	7337
8462	8465
5761	3869
4621	4626
7019	6406
4340	9940
3881	3876
3211	750
1007	1533
561	564
7345	7243
2302	2389
2970	1922
7863	7869
3985	4591
7701	7694
6050	6059
741	3319
7012	7036
9146	9168
3354	3320
8516	6573
7419	3644
5380	8900
4469	4843
4367	7759
4731	4752
10534	10535
1117	1214
1162	3644
7703	9397
5613	9797
2089	7648
2329	346
7522	4133
2133	7637
4454	1660
3485	7146
8646	8660
2232	2262
5075	1057
5970	8894
9113	10639
6834	7055
2265	5412
96	196
4420	2747
1011	1008
4681	4834
1516	1502
4287	4308
4222	4955
4597	4599
4577	4990
5580	5578
7669	8786
9053	8854
9544	8152
752	3328
3555	3846
3872	4154
4003	4591
7815	7834
6840	6836
9137	9616
2332	10542
8161	4367
9115	8132
7203	7372
4632	4941
5055	5940
2474	9066
4715	4687
10518	10512
3637	3628
6853	3418
4827	4823
2363	4424
9397	7806
6427	6785
8503	8510
4309	4328
4844	4854
7669	5560
4603	4731
8559	2827
9895	10699
7800	7810
4220	3595
1088	1064
3289	3279
8898	6826
4127	4129
3325	3615
839	481
7326	2449
2437	2439
7491	7357
3569	3441
920	886
7300	1355
8589	8629
6322	5943
3964	5764
7394	7399
4469	4501
7526	7371
1760	1732
1382	1389
6929	6922
8428	8473
8031	7391
8990	7640
3851	6156
8284	8299
4663	4059
1843	1845
8722	8831
5644	4177
6679	6438
1535	1708
1679	10589
8519	6565
160	134
1390	1361
619	859
6619	8036
6861	7513
2371	2377
7054	5055
727	726
3787	7362
2461	2765
7505	8149
4714	4713
5307	4783
8540	8881
2930	2783
8471	8482
8797	8700
5369	8687
6516	6556
4471	4535
2126	2116
617	610
1898	1867
9503	9632
9018	10695
9904	7864
615	1777
3356	756
10717	1377
346	7328
7863	9397
4483	3619
1936	1937
4591	4004
7355	8147
8764	8794
10437	10399
4959	5870
4355	7321
4367	5504
59	65
5775	5765
8385	8529
9053	9214
6330	6320
4159	3876
3482	3677
7376	2094
2329	7243
8587	8550
5761	6161
7229	4259
6833	4882
5273	9392
5874	7307
2709	1951
4959	10696
4004	4012
5649	3814
3864	7397
9424	9536
4078	3719
7640	2607
3592	3582
10707	2310
3609	8900
9138	9560
10468	10485
3418	10696
3854	3888
3827	3819
9208	9048
4172	5021
7038	8899
5823	5810
4508	3721
7804	7821
5331	6855
7004	6404
8599	8601
9602	9107
4044	9086
7841	5638
7521	4454
6807	4945
1348	10169
7205	4050
552	501
7505	7810
4088	3870
3854	6150
10639	7159
2332	10579
9306	9261
2627	2999
2982	3823
7181	7182
4511	4386
3278	3256
4910	4603
9602	5688
6374	7127
4947	3160
8168	5322
2992	2760
4538	5920
6405	7047
3340	4363
1956	1309
4131	3595
6381	6399
9398	8712
6719	6444
9397	1874
5668	4986
7332	7348
2436	2865
9810	2384
9173	9086
5058	7600
4899	4732
10408	10386
4057	1377
3304	3725
6	5
5412	7459
1512	1709
6018	4162
7363	7362
2225	2273
2447	2495
7471	7414
5327	5350
7498	7497
3696	3200
7957	7836
8876	8709
3723	4157
126	10747
7302	2133
1410	1927
6365	6938
9158	9856
7456	7807
3265	3280
1065	1168
8795	8841
3801	3016
7367	9809
10318	9573
2381	2385
2033	2870
3164	2820
1378	1935
2967	1238
7251	8279
3373	3368
3635	4642
10170	836
7361	2449
5759	3860
7576	7522
733	3696
8239	5158
9592	9594
171	10619
10129	10317
6160	4201
5696	7478
1119	827
9252	3469
7469	5273
803	823
1355	4137
1848	1899
7273	5625
5165	5173
10084	8777
2236	2351
9478	9326
8006	3187
5106	4050
4042	3716
392	418
7829	7793
1435	1337
2530	2504
7473	9397
7641	7359
2297	2284
10574	10576
4334	8503
2062	8516
5486	5369
4528	4385
2356	2334
3750	3769
3767	3738
5635	5634
4446	9836
8313	7841
6692	6303
4365	7688
4978	5012
3237	692
10698	6803
1517	6783
7522	2090
9252	3501
4126	4142
3515	3470
608	637
9360	9652
8085	3833
849	773
3622	7052
7813	7743
9973	5875
3851	6155
9896	6530
148	97
7364	7358
5834	5840
10433	10409
1554	1662
8896	8516
4072	3856
4172	2770
8156	4269
9619	9205
3279	4166
3308	3637
9156	9154
9989	9981
2098	2096
8206	5106
7810	7796
8869	8865
3247	3370
6018	4210
8148	7964
7273	8921
4508	6923
1312	1496
9182	9262
392	411
9085	9190
9319	9311
7682	8027
7362	7376
5273	2105
1425	7513
4314	5983
7472	2936
8887	407
4960	4938
4859	5166
7737	2198
5219	2900
8058	7359
8600	7858
10385	10402
9941	2366
4060	6146
5605	8503
7737	1924
10140	5656
2295	2323
4489	4597
3872	3871
1493	1397
3259	3257
2263	2269
5875	4131
4529	4417
2227	2243
8770	8817
1066	1097
9262	9028
3420	5712
1067	1068
10134	10204
5692	1289
7677	7385
8977	8970
3130	2498
7270	5349
2575	3442
5008	5002
7043	1557
5468	5466
8945	8964
3308	3325
10056	10092
10704	4587
7251	7822
2474	7754
9917	3429
3031	3397
753	3330
3237	7653
5418	7954
2049	1918
8785	8820
8521	8397
5530	5471
3947	3873
164	311
10739	178
8815	8801
5058	5273
6596	6599
9858	8410
9151	9166
3591	3467
4776	4620
7673	2444
9800	7427
8770	8844
2924	2692
7251	9573
4617	4820
1562	10579
4007	4003
7957	8149
9158	2411
6862	7296
6051	6049
8678	9006
4764	4918
2254	2312
9473	9556
2315	2373
4653	4405
10467	1355
7227	8229
7684	7385
7556	9397
5762	7604
9793	7320
2376	2393
4079	3834
3339	3696
10460	10477
9304	2479
5956	6446
5967	5980
7792	7413
1565	1513
10704	500
8765	8791
8503	2770
3211	3616
1596	83
3215	1438
7362	7640
4603	4607
10697	10529
9535	9533
3516	3501
9808	7588
3470	3491
10283	7361
4778	2745
2791	4077
9573	7759
1155	532
9494	9465
7599	4986
3606	739
7788	3429
8291	4055
5789	2479
8498	8684
8456	8431
9223	9086
1277	1434
558	562
6637	8229
7717	7380
7407	7732
5430	5479
6137	6656
4157	7355
5291	5226
3369	3192
6595	6599
6881	7732
3801	3092
3374	7692
5518	5558
7168	7173
3411	8508
5420	7735
3624	4532
8058	8951
3814	5643
3449	3121
4169	4204
3361	744
6845	7505
738	733
9517	9443
4888	4712
6390	7053
8175	7453
6523	6902
10279	10273
2669	2637
161	169
1067	1049
4200	6015
5153	6573
10118	10126
6370	7045
4604	4779
4036	4023
782	10010
7864	7822
7810	1425
5385	5406
8222	2919
4075	3779
6661	6601
5977	4473
10599	10621
7411	8029
3236	10601
4692	5048
4596	4384
4234	3637
9158	9945
755	3445
3928	3976
7457	4384
9018	10696
7172	7089
7079	5055
9602	7863
3904	3716
8011	7732
454	1715
3740	3746
10715	2658
6348	6344
1162	8181
161	307
6017	4217
4976	4284
2640	2665
10206	10123
81	6563
5497	5523
2844	10723
9880	4964
7818	2137
5354	5332
863	5273
9291	9228
4779	4734
8226	8248
5801	5886
1498	1986
1993	7088
3737	3752
2144	2167
4590	4649
3630	4369
6969	6550
5668	4933
4920	6854
1842	1875
6405	6385
1561	8893
1737	1884
8563	8892
8282	894
6418	7047
3731	3728
9924	6567
7718	7251
10560	6834
3752	3761
2743	2544
1240	7563
1535	1565
2450	3249
1311	1562
8447	6837
6908	6902
7072	4960
8384	8029
7464	5526
10529	4226
3508	3500
8768	8770
1421	2308
494	546
4340	5625
2379	9278
3794	3716
6694	10639
4795	4811
6130	6280
5304	7260
7042	6385
4340	1425
2232	2255
656	659
578	562
3852	4063
3470	3798
1885	389
10284	10262
8648	8675
3361	3338
3362	3222
1445	7367
9361	6822
7648	8384
4596	9397
7033	6390
751	4120
1438	3445
7964	8144
9178	7361
3778	7417
1363	1506
5961	3601
9158	865
7884	8105
558	553
9468	9557
1572	7933
7774	7793
7470	5638
9470	9492
